date,amount,description,category,subcategory,payment_method,location,tags
2024-02-04,-200.85,University Fees,Education,Tuition,Cash,Eindhoven,monthly_fixed
2024-01-16,-264.19,Service Pharmacy,Health,Pharmacy,Card,Amsterdam,date_night
2024-04-29,-273.06,Huisarts,Health,Doctor,Card,Utrecht,
2025-05-26,-298.99,Coursera,Education,Courses,Bank_Transfer,Den Haag,self_development
2025-05-03,-188.27,Restaurant De Kas,Food,Dining_Out,Cash,Groningen,bonus
2024-01-01,1484.64,Dividends,Income,Investment_Income,Card,Den Haag,
2024-01-31,2724.87,Tax Refund,Income,Refund,Direct_Debit,Eindhoven,
2024-12-13,-198.03,Ziggo Dome,Entertainment,Concerts,Bank_Transfer,Utrecht,
2024-07-19,-244.19,Amazon Books,Education,Books,Bank_Transfer,Rotterdam,
2024-06-09,-24.07,Shell,Transport,Fuel,Cash,Rotterdam,
2024-06-18,-48.58,Swapfiets,Transport,Bike_Rental,Card,Eindhoven,impulse_buy
2024-04-25,-277.43,Basic-Fit,Health,Gym,Cash,Eindhoven,weekly_shopping
2024-03-06,-85.63,T-Mobile,Utilities,Phone,Card,Den Haag,salary
2024-01-29,4985.51,Tax Refund,Income,Refund,Cash,Groningen,weekly_shopping
2024-12-27,3558.38,Dividends,Income,Investment_Income,Card,Groningen,gift
2024-07-27,4336.15,Tax Refund,Income,Refund,Direct_Debit,Utrecht,monthly_subscription
2024-03-08,4803.5,Tax Refund,Income,Refund,Bank_Transfer,Amsterdam,weekend_shopping
2024-03-31,-164.94,Steam,Entertainment,Games,Cash,Eindhoven,travel
2025-05-25,-257.9,Bol.com,Entertainment,Books,Direct_Debit,Eindhoven,daily_coffee
2024-06-26,-4.71,Steam,Entertainment,Games,Direct_Debit,Amsterdam,bonus
2024-07-16,-217.31,Netflix,Entertainment,Streaming,Card,Rotterdam,gift
2025-05-16,-158.56,Service Pharmacy,Health,Pharmacy,Bank_Transfer,Rotterdam,
2024-09-15,-35.66,Texaco,Transport,Fuel,Cash,Utrecht,
2024-01-03,-25.9,Amazon Books,Education,Books,Bank_Transfer,Eindhoven,
2025-05-05,-205.73,Eneco,Utilities,Gas,Direct_Debit,Amsterdam,
2024-10-28,777.41,Annual Bonus,Income,Bonus,Bank_Transfer,Utrecht,
2024-08-14,-174.11,VondelGym,Health,Gym,Card,Groningen,bonus
2025-04-01,-226.35,Swapfiets,Transport,Bike_Rental,Cash,Groningen,travel
2025-03-20,-208.74,Smullers,Food,Snacks,Card,Utrecht,date_night
2024-04-01,-199.56,Ziggo,Utilities,Internet,Bank_Transfer,Rotterdam,salary
2025-04-16,-170.49,Bol.com,Education,Books,Card,Utrecht,subscription
2024-01-13,-135.82,University Fees,Education,Tuition,Card,Utrecht,impulse_buy
2025-02-19,-18.19,Douglas,Health,Personal_Care,Cash,Den Haag,monthly_subscription
2024-09-23,-12.29,Eneco,Utilities,Gas,Cash,Amsterdam,weekend_fun
2025-02-14,-92.67,Spotify,Entertainment,Streaming,Cash,Den Haag,monthly_income
2025-01-15,-155.86,Swapfiets,Transport,Bike_Rental,Card,Amsterdam,
2024-06-28,-27.7,Bol.com,Education,Books,Cash,Rotterdam,weekend_fun
2024-03-21,-259.44,KPN,Utilities,Internet,Direct_Debit,Eindhoven,salary
2025-04-16,4915.04,Dividends,Income,Investment_Income,Direct_Debit,Eindhoven,bonus
2024-10-25,-40.12,Dirk,Food,Groceries,Direct_Debit,Rotterdam,monthly_income
2024-02-08,-62.69,Huisarts,Health,Doctor,Direct_Debit,Eindhoven,
2024-05-13,-290.87,University Fees,Education,Tuition,Cash,Amsterdam,gift
2025-04-13,-155.69,University Fees,Education,Tuition,Direct_Debit,Den Haag,monthly_income
2024-01-05,-231.61,Taxi Centrale,Transport,Taxi,Bank_Transfer,Den Haag,daily_coffee
2025-06-18,4511.65,Annual Bonus,Income,Bonus,Cash,Eindhoven,daily_coffee
2024-03-02,-259.14,University Fees,Education,Tuition,Card,Rotterdam,date_night
2024-09-07,-50.23,Swapfiets,Transport,Bike_Rental,Card,Groningen,
2024-10-19,-185.98,KPN,Utilities,Internet,Bank_Transfer,Amsterdam,salary
2024-02-08,-112.19,Coursera,Education,Courses,Cash,Eindhoven,impulse_buy
2025-03-20,-207.42,FEBO,Food,Snacks,Cash,Utrecht,travel
2024-06-17,-8.93,Shell,Transport,Fuel,Card,Groningen,
2024-02-14,1748.61,Annual Bonus,Income,Bonus,Direct_Debit,Eindhoven,monthly_subscription
2024-09-20,-234.24,Coursera,Education,Courses,Direct_Debit,Groningen,
2025-06-18,-298.22,Etos,Health,Personal_Care,Direct_Debit,Utrecht,monthly_fixed
2024-03-10,-189.07,Basic-Fit,Health,Gym,Direct_Debit,Utrecht,
2024-05-28,-111.32,RET,Transport,Public_Transport,Cash,Rotterdam,gift
2025-06-19,-109.69,Ziggo Dome,Entertainment,Concerts,Bank_Transfer,Amsterdam,travel
2024-12-21,-279.82,KPN,Utilities,Internet,Bank_Transfer,Utrecht,
2024-11-30,-142.68,Restaurant Breda,Food,Dining_Out,Bank_Transfer,Amsterdam,salary
2024-05-31,-177.6,Smullers,Food,Snacks,Cash,Utrecht,
2025-06-04,1729.16,Dividends,Income,Investment_Income,Card,Rotterdam,gift
2025-02-17,-154.46,Coffee Company,Food,Coffee,Bank_Transfer,Amsterdam,travel
2024-04-19,-155.55,VondelGym,Health,Gym,Bank_Transfer,Eindhoven,
2024-11-24,-189.66,T-Mobile,Utilities,Phone,Direct_Debit,Eindhoven,bonus
2024-01-01,-56.4,University Fees,Education,Tuition,Cash,Rotterdam,weekly_shopping
2025-05-16,-80.13,Amazon Books,Education,Books,Cash,Rotterdam,monthly_subscription
2024-08-13,-284.85,GVB,Transport,Public_Transport,Direct_Debit,Den Haag,
2025-01-17,-148.38,Rent Payment,Housing,Rent,Cash,Utrecht,gift
2025-01-27,-228.91,BP,Transport,Fuel,Card,Eindhoven,weekend_shopping
2025-05-31,-165.25,Restaurant Breda,Food,Dining_Out,Cash,Utrecht,travel
2025-01-11,-293.05,Eneco,Utilities,Gas,Card,Amsterdam,travel
2024-04-12,-1.44,Waternet,Utilities,Water,Cash,Groningen,daily_coffee
2024-05-03,-71.72,Greenchoice,Utilities,Electricity,Cash,Utrecht,travel
2024-01-22,-69.24,Steam,Entertainment,Games,Direct_Debit,Groningen,
2024-11-26,-231.92,AFAS Live,Entertainment,Concerts,Direct_Debit,Groningen,self_development
2024-11-08,-108.83,Udemy,Education,Courses,Cash,Groningen,
2025-01-01,-124.13,La Place,Food,Lunch,Cash,Rotterdam,impulse_buy
2024-05-20,-150.77,Texaco,Transport,Fuel,Bank_Transfer,Utrecht,weekend_shopping
2024-10-09,-135.47,Cineworld,Entertainment,Movies,Cash,Amsterdam,impulse_buy
2024-10-03,-72.33,Greenchoice,Utilities,Electricity,Direct_Debit,Rotterdam,date_night
2025-03-09,-145.08,T-Mobile,Utilities,Phone,Bank_Transfer,Eindhoven,monthly_fixed
2025-04-21,-102.11,Uber,Transport,Taxi,Cash,Den Haag,monthly_subscription
2024-04-12,-188.77,AFAS Live,Entertainment,Concerts,Card,Utrecht,weekly_shopping
2024-08-04,-168.06,GVB,Transport,Public_Transport,Cash,Den Haag,
2024-02-21,-86.0,Spotify,Entertainment,Streaming,Bank_Transfer,Amsterdam,
2025-05-11,-217.55,Bol.com,Education,Books,Card,Eindhoven,
2025-01-12,-294.14,Rent Payment,Housing,Rent,Cash,Rotterdam,monthly_income
2024-09-19,-66.14,KPN,Utilities,Internet,Cash,Amsterdam,subscription
2024-07-15,-265.75,Broodje Mario,Food,Lunch,Cash,Amsterdam,weekly_shopping
2024-12-04,-66.03,Uber,Transport,Taxi,Bank_Transfer,Amsterdam,subscription
2024-08-22,-41.18,T-Mobile,Utilities,Phone,Cash,Groningen,
2024-09-25,-45.56,Eneco,Utilities,Gas,Cash,Rotterdam,date_night
2025-01-26,-148.09,Mortgage Payment,Housing,Mortgage,Bank_Transfer,Eindhoven,
2024-02-02,-214.34,Swapfiets,Transport,Bike_Rental,Bank_Transfer,Eindhoven,daily_coffee
2024-03-30,-242.73,Huisarts,Health,Doctor,Card,Eindhoven,monthly_fixed
2024-04-03,-41.59,La Place,Food,Lunch,Cash,Groningen,impulse_buy
2024-04-22,560.0,Tax Refund,Income,Refund,Cash,Eindhoven,bonus
2024-11-19,-43.85,KPN,Utilities,Internet,Direct_Debit,Eindhoven,
2025-03-31,3942.12,Annual Bonus,Income,Bonus,Bank_Transfer,Groningen,gift
2025-01-07,-226.77,Apotheek,Health,Pharmacy,Bank_Transfer,Rotterdam,
2025-04-24,-24.91,Douglas,Health,Personal_Care,Direct_Debit,Groningen,impulse_buy
2024-08-19,-58.05,NS,Transport,Public_Transport,Cash,Amsterdam,
2024-04-15,-69.32,Ziggo,Utilities,Internet,Direct_Debit,Rotterdam,monthly_subscription
2024-08-03,-174.6,Etos,Health,Personal_Care,Cash,Utrecht,
2024-09-19,4125.91,Annual Bonus,Income,Bonus,Bank_Transfer,Eindhoven,gift
2024-12-22,-212.65,Pathe,Entertainment,Movies,Card,Eindhoven,
2024-01-08,-278.64,Restaurant Breda,Food,Dining_Out,Direct_Debit,Den Haag,monthly_subscription
2025-01-23,-64.38,Mortgage Payment,Housing,Mortgage,Card,Den Haag,date_night
2024-06-20,-245.87,Swapfiets,Transport,Bike_Rental,Direct_Debit,Utrecht,
2024-02-29,3277.33,Dividends,Income,Investment_Income,Bank_Transfer,Den Haag,salary
2024-02-21,-75.7,Apotheek,Health,Pharmacy,Card,Groningen,weekend_fun
2025-06-23,-126.63,Mortgage Payment,Housing,Mortgage,Bank_Transfer,Rotterdam,
2024-06-26,-74.96,OV Fiets,Transport,Bike_Rental,Card,Eindhoven,date_night
2024-01-31,-128.03,T-Mobile,Utilities,Phone,Card,Utrecht,self_development
2024-08-16,4687.94,Tax Refund,Income,Refund,Bank_Transfer,Eindhoven,
2024-07-13,-148.75,Bol.com,Education,Books,Card,Groningen,
2024-10-27,-264.7,Mortgage Payment,Housing,Mortgage,Cash,Amsterdam,monthly_subscription
2024-09-20,-246.25,Amazon Books,Education,Books,Bank_Transfer,Amsterdam,
2024-04-28,-258.02,Bol.com,Education,Books,Cash,Rotterdam,self_development
2024-11-27,-277.68,Huisarts,Health,Doctor,Card,Rotterdam,subscription
2024-12-05,-176.11,Rent Payment,Housing,Rent,Bank_Transfer,Rotterdam,weekend_fun
2024-11-03,-270.32,Rent Payment,Housing,Rent,Card,Den Haag,monthly_fixed
2024-04-13,-293.29,McDonalds,Food,Snacks,Bank_Transfer,Amsterdam,
2025-06-24,3208.57,Tax Refund,Income,Refund,Bank_Transfer,Rotterdam,
2024-12-14,-77.86,Basic-Fit,Health,Gym,Direct_Debit,Rotterdam,self_development
2025-03-27,-45.19,Huisarts,Health,Doctor,Cash,Eindhoven,weekly_shopping
2025-05-26,-254.15,Ziggo Dome,Entertainment,Concerts,Direct_Debit,Utrecht,
2024-12-01,949.39,Annual Bonus,Income,Bonus,Card,Utrecht,monthly_fixed
2024-12-24,3739.07,Dividends,Income,Investment_Income,Cash,Groningen,subscription
2024-09-02,-158.28,VondelGym,Health,Gym,Direct_Debit,Groningen,impulse_buy
2025-06-08,-130.12,Ziggo Dome,Entertainment,Concerts,Bank_Transfer,Eindhoven,
2024-07-06,-2.09,Restaurant De Kas,Food,Dining_Out,Bank_Transfer,Utrecht,
2025-05-05,-107.32,Eneco,Utilities,Gas,Bank_Transfer,Groningen,
2024-05-15,1863.35,Monthly Salary,Income,Salary,Direct_Debit,Den Haag,self_development
2024-03-22,-292.31,Ziggo,Utilities,Internet,Bank_Transfer,Rotterdam,weekly_shopping
2024-12-04,1314.83,Dividends,Income,Investment_Income,Bank_Transfer,Eindhoven,
2024-04-06,-263.69,OV Fiets,Transport,Bike_Rental,Card,Groningen,daily_coffee
2024-11-21,-138.38,Apotheek,Health,Pharmacy,Direct_Debit,Utrecht,salary
2024-02-02,-185.89,KPN,Utilities,Internet,Direct_Debit,Amsterdam,weekend_shopping
2024-09-09,-212.42,Mortgage Payment,Housing,Mortgage,Cash,Den Haag,monthly_income
2024-02-01,-141.73,PlayStation Store,Entertainment,Games,Bank_Transfer,Utrecht,
2024-09-24,-220.43,Swapfiets,Transport,Bike_Rental,Cash,Groningen,
2024-11-15,-262.35,Basic-Fit,Health,Gym,Card,Utrecht,
2024-12-23,-31.86,Swapfiets,Transport,Bike_Rental,Cash,Utrecht,bonus
2025-01-17,-65.36,Waternet,Utilities,Water,Cash,Rotterdam,impulse_buy
2025-04-05,-140.4,Disney+,Entertainment,Streaming,Card,Utrecht,
2025-02-24,-264.19,RET,Transport,Public_Transport,Bank_Transfer,Rotterdam,
2024-08-29,-201.31,Vodafone,Utilities,Phone,Bank_Transfer,Amsterdam,weekend_fun
2024-05-10,-7.52,Basic-Fit,Health,Gym,Card,Rotterdam,bonus
2024-04-14,-215.6,Steam,Entertainment,Games,Bank_Transfer,Amsterdam,impulse_buy
2024-07-07,-70.38,Disney+,Entertainment,Streaming,Cash,Eindhoven,date_night
2024-02-19,-173.66,Coursera,Education,Courses,Bank_Transfer,Rotterdam,
2025-02-27,-147.04,GVB,Transport,Public_Transport,Bank_Transfer,Groningen,monthly_income
2024-11-18,-144.83,Uber,Transport,Taxi,Bank_Transfer,Eindhoven,travel
2024-05-06,2190.34,Tax Refund,Income,Refund,Cash,Groningen,
2024-08-03,-89.93,Waternet,Utilities,Water,Direct_Debit,Groningen,impulse_buy
2024-07-30,-269.61,Eneco,Utilities,Gas,Card,Den Haag,subscription
2024-01-29,4947.64,Tax Refund,Income,Refund,Card,Groningen,
2024-07-19,-100.35,University Fees,Education,Tuition,Bank_Transfer,Eindhoven,
2024-08-11,-226.38,Rent Payment,Housing,Rent,Card,Amsterdam,
2024-06-25,-204.51,Jumbo,Food,Groceries,Bank_Transfer,Eindhoven,weekend_fun
2024-12-21,3751.83,Tax Refund,Income,Refund,Card,Utrecht,weekend_shopping
2024-10-30,-154.47,Vodafone,Utilities,Phone,Bank_Transfer,Utrecht,monthly_income
2025-01-08,-4.15,Bol.com,Education,Books,Card,Eindhoven,impulse_buy
2024-07-13,-144.42,Texaco,Transport,Fuel,Cash,Utrecht,monthly_income
2024-04-03,-135.45,Rent Payment,Housing,Rent,Cash,Eindhoven,
2025-01-06,-28.63,Bol.com,Education,Books,Direct_Debit,Rotterdam,bonus
2024-04-28,-266.28,Ziggo Dome,Entertainment,Concerts,Cash,Den Haag,
2024-02-19,-295.62,OV Fiets,Transport,Bike_Rental,Card,Groningen,
2024-10-14,-49.42,Ziggo,Utilities,Internet,Bank_Transfer,Amsterdam,
2025-06-24,-75.36,Mortgage Payment,Housing,Mortgage,Bank_Transfer,Groningen,
2024-06-04,2102.15,Dividends,Income,Investment_Income,Cash,Amsterdam,subscription
2024-11-02,-23.35,Donkey Republic,Transport,Bike_Rental,Card,Rotterdam,
2024-10-17,-41.26,Taxi Centrale,Transport,Taxi,Cash,Den Haag,
2024-10-08,-97.44,University Fees,Education,Tuition,Direct_Debit,Eindhoven,weekend_shopping
2025-01-16,-283.36,Mortgage Payment,Housing,Mortgage,Cash,Amsterdam,daily_coffee
2024-07-20,-91.46,Rent Payment,Housing,Rent,Bank_Transfer,Amsterdam,
2024-07-26,-289.96,University Fees,Education,Tuition,Card,Eindhoven,travel
2025-04-13,-102.36,Donkey Republic,Transport,Bike_Rental,Cash,Eindhoven,
2024-10-29,679.23,Tax Refund,Income,Refund,Card,Groningen,monthly_fixed
2024-07-01,-89.57,Huisarts,Health,Doctor,Cash,Den Haag,
2025-05-15,-261.07,Waternet,Utilities,Water,Cash,Eindhoven,weekend_fun
2025-01-28,-93.65,Netflix,Entertainment,Streaming,Card,Eindhoven,weekend_fun
2025-04-25,-169.19,Coursera,Education,Courses,Card,Groningen,impulse_buy
2025-05-15,-246.64,Coffee Company,Food,Coffee,Bank_Transfer,Rotterdam,
2025-03-08,-194.74,Uber,Transport,Taxi,Bank_Transfer,Eindhoven,
2025-02-20,-26.87,Mortgage Payment,Housing,Mortgage,Card,Den Haag,
2024-02-17,-6.55,Plus,Food,Groceries,Direct_Debit,Eindhoven,
2024-08-02,-63.19,Taxi Centrale,Transport,Taxi,Cash,Eindhoven,subscription
2024-08-29,-269.85,PlayStation Store,Entertainment,Games,Cash,Den Haag,weekend_fun
2024-11-16,-183.66,Uber,Transport,Taxi,Card,Rotterdam,
2025-01-04,-140.17,Albert Heijn,Food,Groceries,Cash,Amsterdam,weekend_fun
2024-07-06,-20.02,VondelGym,Health,Gym,Direct_Debit,Rotterdam,
2024-06-26,1572.94,Monthly Salary,Income,Salary,Card,Rotterdam,
2024-12-19,-279.32,Eneco,Utilities,Gas,Cash,Groningen,daily_coffee
2024-11-19,-146.92,Huisarts,Health,Doctor,Bank_Transfer,Eindhoven,
2024-01-28,-237.83,Waternet,Utilities,Water,Bank_Transfer,Eindhoven,weekend_fun
2024-02-20,1273.93,Tax Refund,Income,Refund,Cash,Rotterdam,salary
2024-12-26,-198.16,Amazon Books,Entertainment,Books,Direct_Debit,Utrecht,weekly_shopping
2024-10-14,-208.09,Amazon Books,Entertainment,Books,Card,Eindhoven,monthly_income
2024-04-05,-54.43,Douglas,Health,Personal_Care,Cash,Utrecht,
2025-04-16,-26.88,Huisarts,Health,Doctor,Direct_Debit,Amsterdam,
2025-04-11,-27.35,Uber,Transport,Taxi,Direct_Debit,Amsterdam,date_night
2024-10-19,-118.36,Rent Payment,Housing,Rent,Card,Utrecht,weekend_fun
2024-04-08,-165.81,Waternet,Utilities,Water,Cash,Den Haag,weekend_shopping
2024-12-27,-1.44,Uber,Transport,Taxi,Cash,Eindhoven,daily_coffee
2024-09-02,-140.81,Rent Payment,Housing,Rent,Bank_Transfer,Eindhoven,
2024-03-26,-78.88,Spotify,Entertainment,Streaming,Bank_Transfer,Amsterdam,monthly_income
2024-02-03,-243.43,Mortgage Payment,Housing,Mortgage,Cash,Den Haag,
2024-07-15,-203.36,Starbucks,Food,Coffee,Cash,Utrecht,subscription
2024-11-03,-261.43,Apotheek,Health,Pharmacy,Cash,Rotterdam,monthly_income
2024-05-24,-24.82,Mortgage Payment,Housing,Mortgage,Cash,Utrecht,monthly_income
2024-02-07,-145.66,University Fees,Education,Tuition,Direct_Debit,Utrecht,weekend_shopping
2024-12-10,-144.43,KPN,Utilities,Internet,Cash,Eindhoven,weekly_shopping
2024-08-10,-35.02,Rent Payment,Housing,Rent,Card,Rotterdam,gift
2025-05-20,-25.25,Service Pharmacy,Health,Pharmacy,Card,Eindhoven,
2024-10-13,-116.25,Taxi Centrale,Transport,Taxi,Card,Amsterdam,monthly_fixed
2024-09-29,876.01,Dividends,Income,Investment_Income,Card,Den Haag,
2024-04-18,-285.44,Huisarts,Health,Doctor,Bank_Transfer,Amsterdam,monthly_income
2025-05-22,1140.89,Annual Bonus,Income,Bonus,Direct_Debit,Utrecht,bonus
2024-06-26,-108.21,Foodhallen,Food,Dining_Out,Card,Rotterdam,
2024-02-27,4418.81,Monthly Salary,Income,Salary,Direct_Debit,Rotterdam,date_night
2024-08-23,-263.0,BP,Transport,Fuel,Bank_Transfer,Den Haag,self_development
2024-09-28,4537.45,Dividends,Income,Investment_Income,Card,Groningen,weekly_shopping
2025-03-08,-275.77,GVB,Transport,Public_Transport,Card,Amsterdam,
2024-05-23,-192.79,Amazon Books,Education,Books,Cash,Den Haag,weekend_fun
2024-07-29,-92.44,Eneco,Utilities,Gas,Direct_Debit,Rotterdam,weekend_fun
2024-02-23,-10.61,Eneco,Utilities,Gas,Bank_Transfer,Amsterdam,weekend_shopping
2024-09-07,4599.58,Annual Bonus,Income,Bonus,Direct_Debit,Amsterdam,daily_coffee
2025-05-29,-130.17,AFAS Live,Entertainment,Concerts,Card,Amsterdam,daily_coffee
2025-03-06,-192.47,Ziggo,Utilities,Internet,Direct_Debit,Den Haag,salary
2025-02-27,1846.88,Monthly Salary,Income,Salary,Card,Rotterdam,
2024-05-18,-32.61,Greenchoice,Utilities,Electricity,Direct_Debit,Utrecht,salary
2024-12-01,-34.31,Vattenfall,Utilities,Electricity,Cash,Utrecht,subscription
2025-06-07,-186.96,Douglas,Health,Personal_Care,Direct_Debit,Amsterdam,travel
2024-07-10,-149.82,Plus,Food,Groceries,Card,Groningen,
2024-05-17,-87.13,Etos,Health,Personal_Care,Card,Groningen,self_development
2024-06-16,-28.62,Apotheek,Health,Pharmacy,Cash,Utrecht,salary
2024-10-23,-194.33,Service Pharmacy,Health,Pharmacy,Direct_Debit,Amsterdam,self_development
2024-01-06,1129.29,Annual Bonus,Income,Bonus,Cash,Eindhoven,monthly_fixed
2024-10-30,-161.77,Pathe,Entertainment,Movies,Card,Amsterdam,
2024-03-16,-139.01,Coursera,Education,Courses,Card,Eindhoven,
2024-03-19,-130.39,Hema Lunch,Food,Lunch,Card,Amsterdam,
2025-04-13,-79.24,Coffee Company,Food,Coffee,Cash,Den Haag,travel
2025-03-19,-289.79,PlayStation Store,Entertainment,Games,Cash,Den Haag,
2024-08-02,-119.09,Amazon Books,Entertainment,Books,Bank_Transfer,Rotterdam,
2025-01-28,-286.25,Greenchoice,Utilities,Electricity,Card,Eindhoven,bonus
2024-02-23,-185.05,Udemy,Education,Courses,Card,Eindhoven,
2024-09-27,-110.24,University Fees,Education,Tuition,Card,Eindhoven,monthly_income
2025-01-07,-54.66,Smullers,Food,Snacks,Bank_Transfer,Utrecht,
2025-03-04,1302.84,Tax Refund,Income,Refund,Direct_Debit,Rotterdam,salary
2024-04-06,-248.5,Mortgage Payment,Housing,Mortgage,Bank_Transfer,Groningen,bonus
2025-06-03,2395.25,Annual Bonus,Income,Bonus,Cash,Utrecht,
2025-06-01,-134.91,Service Pharmacy,Health,Pharmacy,Direct_Debit,Eindhoven,impulse_buy
2025-03-23,-249.78,Waternet,Utilities,Water,Cash,Utrecht,
2025-01-03,-20.32,Swapfiets,Transport,Bike_Rental,Direct_Debit,Rotterdam,
2024-01-31,-116.4,OV Fiets,Transport,Bike_Rental,Bank_Transfer,Amsterdam,travel
2025-05-12,-2.25,Rent Payment,Housing,Rent,Direct_Debit,Eindhoven,date_night
2024-05-09,-142.0,Mortgage Payment,Housing,Mortgage,Cash,Eindhoven,self_development
2025-06-26,-39.9,Rent Payment,Housing,Rent,Direct_Debit,Utrecht,
2025-01-10,-275.67,Basic-Fit,Health,Gym,Card,Eindhoven,daily_coffee
2025-04-19,1635.87,Tax Refund,Income,Refund,Card,Amsterdam,monthly_fixed
2024-03-03,-158.17,Hema Lunch,Food,Lunch,Card,Rotterdam,
2024-09-07,-239.16,Coursera,Education,Courses,Cash,Utrecht,
2025-03-09,3030.1,Monthly Salary,Income,Salary,Direct_Debit,Den Haag,
2025-03-25,-161.42,Eneco,Utilities,Gas,Card,Den Haag,travel
2025-03-22,-143.68,Dirk,Food,Groceries,Bank_Transfer,Groningen,weekend_fun
2024-06-17,-204.93,Bol.com,Education,Books,Cash,Eindhoven,
2024-05-09,-106.94,Waternet,Utilities,Water,Card,Eindhoven,bonus
2025-02-02,-222.03,Coursera,Education,Courses,Bank_Transfer,Groningen,travel
2025-01-01,-131.93,Amazon Books,Entertainment,Books,Card,Groningen,monthly_subscription
2024-06-15,-263.45,Rent Payment,Housing,Rent,Cash,Amsterdam,date_night
2024-04-19,-148.99,University Fees,Education,Tuition,Cash,Utrecht,daily_coffee
2024-06-09,2067.83,Annual Bonus,Income,Bonus,Cash,Groningen,
2024-04-23,-122.45,Mortgage Payment,Housing,Mortgage,Direct_Debit,Den Haag,salary
2024-11-06,-143.73,Foodhallen,Food,Dining_Out,Direct_Debit,Utrecht,
2025-04-24,-138.54,University Fees,Education,Tuition,Cash,Groningen,monthly_subscription
2025-01-16,-230.27,Bolt,Transport,Taxi,Bank_Transfer,Amsterdam,travel
2024-12-15,-44.98,Broodje Mario,Food,Lunch,Bank_Transfer,Utrecht,daily_coffee
2025-03-20,-94.87,Huisarts,Health,Doctor,Cash,Utrecht,weekend_shopping
2024-01-31,-144.41,Bolt,Transport,Taxi,Bank_Transfer,Utrecht,salary
2024-08-12,-272.43,Rent Payment,Housing,Rent,Cash,Groningen,travel
2025-03-18,-286.35,Taxi Centrale,Transport,Taxi,Direct_Debit,Groningen,
2025-03-11,-214.55,University Fees,Education,Tuition,Cash,Den Haag,
2025-05-05,-280.14,Etos,Health,Personal_Care,Cash,Rotterdam,monthly_income
2025-03-17,3151.85,Annual Bonus,Income,Bonus,Card,Utrecht,weekly_shopping
2024-09-14,-174.94,Shell,Transport,Fuel,Direct_Debit,Eindhoven,subscription
2025-02-19,1186.8,Tax Refund,Income,Refund,Bank_Transfer,Amsterdam,weekly_shopping
2024-11-13,-74.88,University Fees,Education,Tuition,Cash,Amsterdam,subscription
2024-12-25,-136.19,Waternet,Utilities,Water,Cash,Amsterdam,monthly_income
2025-03-21,1117.71,Tax Refund,Income,Refund,Card,Groningen,
2024-07-02,-178.0,Texaco,Transport,Fuel,Card,Den Haag,
2024-06-20,-35.97,Huisarts,Health,Doctor,Card,Groningen,travel
2024-04-02,-125.68,Service Pharmacy,Health,Pharmacy,Card,Amsterdam,
2024-06-14,3282.45,Annual Bonus,Income,Bonus,Bank_Transfer,Rotterdam,monthly_subscription
2024-05-27,3759.04,Monthly Salary,Income,Salary,Cash,Amsterdam,
2024-02-08,-289.12,Huisarts,Health,Doctor,Direct_Debit,Groningen,
2025-06-01,3630.56,Monthly Salary,Income,Salary,Card,Eindhoven,impulse_buy
2024-10-31,-247.06,Greenchoice,Utilities,Electricity,Direct_Debit,Rotterdam,salary
2025-03-24,-156.21,VondelGym,Health,Gym,Card,Utrecht,weekly_shopping
2025-03-10,-271.52,Restaurant De Kas,Food,Dining_Out,Bank_Transfer,Eindhoven,
2024-11-15,-234.39,Mortgage Payment,Housing,Mortgage,Cash,Groningen,weekend_shopping
2024-03-12,1621.7,Monthly Salary,Income,Salary,Direct_Debit,Utrecht,
2024-05-15,-181.33,Ziggo Dome,Entertainment,Concerts,Card,Utrecht,travel
2024-03-09,-291.93,KPN,Utilities,Internet,Bank_Transfer,Den Haag,weekend_shopping
2025-05-25,-280.95,Donkey Republic,Transport,Bike_Rental,Bank_Transfer,Eindhoven,self_development
2025-04-14,-201.04,Rent Payment,Housing,Rent,Bank_Transfer,Amsterdam,
2024-12-22,-283.46,VondelGym,Health,Gym,Bank_Transfer,Utrecht,
2024-01-07,-182.88,Disney+,Entertainment,Streaming,Direct_Debit,Utrecht,subscription
2024-07-31,-62.33,Coffee Company,Food,Coffee,Bank_Transfer,Rotterdam,monthly_subscription
2024-01-31,-8.68,Ziggo Dome,Entertainment,Concerts,Bank_Transfer,Amsterdam,self_development
2025-02-15,1603.37,Annual Bonus,Income,Bonus,Cash,Amsterdam,subscription
2024-12-22,3285.27,Tax Refund,Income,Refund,Bank_Transfer,Amsterdam,weekly_shopping
2025-01-13,-144.92,Udemy,Education,Courses,Cash,Den Haag,bonus
2025-01-24,-3.34,Udemy,Education,Courses,Bank_Transfer,Den Haag,
2024-02-11,-285.73,Netflix,Entertainment,Streaming,Cash,Den Haag,weekend_fun
2024-11-30,-120.13,Rent Payment,Housing,Rent,Direct_Debit,Rotterdam,salary
2024-12-14,-246.65,University Fees,Education,Tuition,Card,Rotterdam,monthly_income
2025-05-06,-194.34,Amazon Books,Education,Books,Card,Eindhoven,
2025-05-04,515.11,Monthly Salary,Income,Salary,Direct_Debit,Den Haag,self_development
2024-06-23,-169.52,University Fees,Education,Tuition,Cash,Rotterdam,daily_coffee
2025-06-07,-104.34,Restaurant Breda,Food,Dining_Out,Bank_Transfer,Utrecht,salary
2024-07-22,4087.19,Monthly Salary,Income,Salary,Bank_Transfer,Eindhoven,
